index,Finnish,frequency,English
16188,siltaa,581,bridge
16189,hoidatko,581,do you handle
16190,havaitsen,581,I find
16191,fritz,581,Fritz
16192,vampyyreja,581,vampires
16193,hämmentää,581,confuse
16194,pakettia,581,packet
16195,kuutta,581,six
16196,tukikohdassa,581,at the base
16197,cooperin,580,Cooper
16198,väristä,580,fall
16199,mustassa,580,in black
16200,märkää,580,wet
16201,osasta,580,part
16202,sujua,580,pan out
16203,tyynyn,580,pillow
16204,aliluutnantti,580,ensign
16205,tähtäimessä,580,in sight
16206,loogista,580,logical
16207,haukkua,580,bark
16208,aikataulun,580,schedule
16209,rohkeus,580,courage
16210,haasta,580,challenge
16211,häivyttävä,580,effervescent
16212,hawk,580,hawk
16213,ryöstöä,580,robbery
16214,maukasta,580,tasty
16215,tuloksen,579,result
16216,uneksin,579,I dreamed
16217,siirtymään,579,displaced
16218,kasvoillesi,579,on your face
16219,varttia,579,warrant
16220,kuulostavat,579,sound
16221,rahoittaa,579,finance
16222,henkilökohtaiset,579,personal
16223,isoista,579,big
16224,saattamaan,579,bring out
16225,pommiin,579,to the bomb
16226,maissia,579,corn
16227,polttivat,579,burned
16228,kostamaan,579,reprieve
16229,seksikkäitä,579,sexy
16230,haetko,579,will you apply
16231,aaltoja,579,waves
16232,sävyyn,579,to the tone
16233,asuntoja,579,flats
16234,kestääkö,579,whether
16235,aikuisen,578,adult
16236,ylimääräisiä,578,extra
16237,piakkoin,578,shortly
16238,tappamiseen,578,to kill
16239,mahtavasti,578,mightily
16240,lahjuksia,578,bribes
16241,everstin,578,Everstin
16242,aseeton,578,unarmed
16243,planeettamme,578,our planet
16244,sinuiie,578,sinusiee
16245,tutkimukseen,578,in the study
16246,työntäkää,578,push
16247,autotallin,578,garage
16248,vihannut,578,hated
16249,teatterin,578,theater
16250,aloitettava,578,start
16251,siteitä,578,ties
16252,pehmeää,578,soft
16253,katsovan,577,viewed
16254,maestro,577,Maestro
16255,hajalle,577,scatter
16256,pysähdymme,577,we stop
16257,polvet,577,knees
16258,huhujen,577,rumors
16259,taistellaan,577,fight
16260,miljonääri,577,millionaire
16261,yllätyksenä,577,as a surprise
16262,jätkän,577,dash
16263,lauletaan,577,sung
16264,tilaus,577,order
16265,vainoaa,577,persecute
16266,tekemiseen,577,to make
16267,varjele,577,steel
16268,hallussapidosta,577,hold of possession
16269,murskaan,577,crushed
16270,radan,577,track
16271,nauroivat,577,laughed
16272,yliopistolla,577,at the university
16273,menevänsä,577,to go
16274,näytöksen,576,display
16275,kilpailijat,576,competitors
16276,teillähän,576,on the roads
16277,ihastuttavaa,576,adorable
16278,kirkasta,576,clear
16279,eläinlääkäri,576,vet
16280,kippari,576,skipper
16281,papit,576,clergy
16282,happi,576,oxygen
16283,spermaa,576,sperm
16284,kuvaili,576,described
16285,tuhmia,576,do
16286,kiittämään,576,to thank
16287,moskovaan,576,in Moscow
16288,panivat,576,put on
16289,aseilla,576,weapons
16290,osoitan,576,I will show
16291,lähempää,576,closer
16292,soittamassa,576,playing
16293,ilmoitetaan,576,indicate
16294,loganin,576,Logan
16295,potkin,576,kicked
16296,toissapäivänä,575,the day before yesterday
16297,sanaan,575,word
16298,lavastettu,575,staged
16299,rantaa,575,beach
16300,vaikutatte,575,affected
16301,hazel,575,hazel
16302,lastasi,575,your child
16303,suoritus,575,performance
16304,makseta,575,pay
16305,lakimiehet,575,lawyers
16306,ruumishuoneelle,575,to the morgue
16307,hissiin,575,to the elevator
16308,hätäkeskus,575,emergency center
16309,carlton,575,Carlton
16310,miehiäni,575,my men
16311,vaatteiden,575,clothing
16312,hitosta,575,hixt
16313,kiireellistä,575,urgent
16314,väittänyt,575,claimed
16315,päivämäärä,575,date
16316,lakatkaa,575,turn off
16317,katrina,575,katrina
16318,kynttilä,575,candle
16319,kamasi,575,stuffed
16320,vangittiin,575,imprisoned
16321,esteitä,575,obstacles
16322,sellaisten,574,such
16323,sanomalla,574,say
16324,kaivan,574,dig
16325,jed,574,jed
16326,nuoruuden,574,young
16327,uskoimme,574,We believed
16328,vannonut,574,sworn
16329,ruokkii,574,feed
16330,saalista,574,out of pity
16331,herätin,574,initiator
16332,tavalliseen,574,regular
16333,erinomaisesti,574,excellently
16334,sinunkaan,574,for
16335,kulti,574,cult
16336,uskovainen,574,believer
16337,seattlessa,574,in Seattle
16338,mätä,574,rotten
16339,kerroinhan,574,coefficient
16340,kuljet,574,pass
16341,järvelle,574,to the lake
16342,silminnäkijöitä,574,eyewitnesses
16343,tarvikkeet,574,supplies
16344,stipendin,574,scholarship
16345,holt,574,holt
16346,vaikeuttaa,574,hamper
16347,tuulet,574,wind
16348,unissasi,573,In your dreams
16349,ezra,573,ezra
16350,kaaoksen,573,chaos
16351,vaaroja,573,risks
16352,koituu,573,shed
16353,mutaa,573,mud
16354,ikäsi,573,your age
16355,nyrkkeilijä,573,boxer
16356,poikanen,573,cub
16357,kerhoon,573,to the club
16358,sanojani,573,my words
16359,adoptoida,573,adopt
16360,vaikeaksi,573,hardly
16361,jaarli,573,earl
16362,jätettävä,573,leave
16363,taidankin,573,I doctor
16364,timin,573,Timin
16365,pinta,573,surface
16366,tarjouksia,573,Offers
16367,toistuu,573,repeat
16368,tyhjät,573,empty
16369,salkun,573,portfolio
16370,kanoja,573,chickens
16371,järjestön,573,corporate
16372,vieraana,573,foreign
16373,kiireisiä,573,busy
16374,yksinäiseksi,573,lonely
16375,siviili,573,civil
16376,pääsemmekö,573,can we
16377,pitääkseni,572,to
16378,huomioimatta,572,ignoring
16379,silmissään,572,in their eyes
16380,varastitko,572,did you stole
16381,merkkiäkään,572,token
16382,monelle,572,for many
16383,arvasit,572,guess
16384,suosittele,572,recommend
16385,ilonpilaaja,572,party pooper
16386,opettelen,572,learn
16387,näyt,572,display
16388,saamiseksi,572,to
16389,mikrofoni,572,microphone
16390,tuhotkaa,572,destroy
16391,merestä,572,from the sea
16392,polttakaa,572,burn
16393,tutustuin,572,explore
16394,iskut,572,shock
16395,uskoni,572,my faith
16396,suunnittelit,572,you planned
16397,puhelintasi,571,your phone
16398,tuolia,571,chair
16399,mennessään,571,by
16400,ymmärtäneet,571,understood
16401,palautti,571,restored
16402,pojalta,571,son
16403,kieltäydyt,571,refuse
16404,parhaimmillaan,571,at its best
16405,toissa,571,at work
16406,kilpi,571,plate
16407,vieressäsi,571,next to you
16408,sotureita,571,warriors
16409,onnistuivat,571,succeeded
16410,vuotena,571,in the year
16411,tyhjillään,571,unoccupied
16412,orjat,571,slaves
16413,häviävät,571,disappear
16414,kesäkuussa,571,In June
16415,toimittajia,571,suppliers
16416,autotalliin,571,For a garage
16417,syvää,571,deep
16418,rakenne,571,structure
16419,abortin,571,abortion
16420,tottelet,571,obey
16421,tuemme,571,we support
16422,välityksellä,571,through
16423,vanhentunut,571,outdated
16424,runko,570,frame
16425,käsitätkö,570,do you understand
16426,tiimini,570,my team
16427,camp,570,Camp
16428,epäilevät,570,doubt
16429,kyselen,570,query
16430,ryöstetty,570,looted
16431,pilaile,570,spill
16432,josko,570,if
16433,vyön,570,belt
16434,firmassa,570,in the firma
16435,tutkittavaksi,570,admissible
16436,l.a.,570,la.
16437,roska,570,garbage
16438,herrasmiehet,570,gentlemen
16439,vaaleanpunainen,570,pink
16440,pura,570,disassemble
16441,julio,570,Julio
16442,rakennuksia,570,buildings
16443,laskemme,570,we count
16444,kortilla,569,on the card
16445,laitoitko,569,Did you put
16446,arvostella,569,criticize
16447,daily,569,Daily
16448,niveliin,569,to the joints
16449,tyylillä,569,in style
16450,beka,569,Beka
16451,herrasväki,569,gentleman
16452,varautua,569,prepare for
16453,laskeutunut,569,landed
16454,hällä,569,frost
16455,moka,569,hullabaloo
16456,nuorempana,569,younger
16457,vainajan,569,deceased
16458,oikeudenkäyntiin,569,for a trial
16459,turisteja,569,tourists
16460,kummallekin,569,for both
16461,hallussaan,569,in possession of
16462,naulan,569,nail
16463,sotkin,568,sluggle
16464,rohkeita,568,bold
16465,ruotsalainen,568,Swedish
16466,maailmanlopun,568,apocalyptic
16467,australiassa,568,Australasia
16468,söpöliini,568,cows
16469,caesarin,568,caesar
16470,vaikutelman,568,impression
16471,cdc,568,CDC
16472,kuolinaika,568,death
16473,vuoron,568,turn
16474,loukkaat,568,hurt
16475,poltit,568,bits
16476,tunneliin,568,tunnel
16477,yrittikö,568,trial
16478,romua,568,scrap
16479,kuolemaani,567,to death
16480,turvapaikka,567,asylum
16481,kohdalle,567,opposite
16482,abel,567,abel
16483,kuhisee,567,whiz
16484,dwayne,567,DWAYNE
16485,valokuvaa,567,photograph
16486,tupakointi,567,smoking
16487,candy,567,candy
16488,rinnan,567,in breast
16489,ajatuksiani,567,my thoughts
16490,kärry,567,cart
16491,juhlaa,567,feast
16492,clinton,567,clinton
16493,hulluko,567,mad
16494,etuovesta,567,on the front door
16495,14-vuotias,567,14-year-old
16496,tuntumaan,567,feel
16497,ripustaa,567,hang
16498,traaginen,567,tragic
16499,teeskentelee,567,pretend
16500,jäänteet,567,remain
16501,virgil,567,Virgil
16502,astun,567,in
16503,päädyn,567,headed
16504,häiritsenkö,567,Am I disturbing you
16505,pelastaja,567,savior
16506,kreikan,567,Greek
16507,mokoma,567,damned
16508,sympatiaa,567,sympathy
16509,sängyllä,566,on the bed
16510,jostakusta,566,about
16511,asunnossani,566,in my apartment
16512,natsi,566,Nazi
16513,haavoittui,566,wounded
16514,jälkikäteen,566,afterwards
16515,patsaan,566,statue
16516,tasha,566,Tasha
16517,aita,566,a fence
16518,vahingoittunut,566,injured
16519,vaaranna,566,danger
16520,politiikan,566,politics
16521,ohjasi,566,guided
16522,iskin,566,striking
16523,huorat,566,whores
16524,sulhaseni,566,my fiance
16525,merkillistä,566,remarkable
16526,jälkeenkin,566,afterwards
16527,rush,566,rush
16528,tietämätön,566,unaware
16529,huumorintaju,566,sense of humor
16530,nimemme,565,our name
16531,kappaleita,565,Songs
16532,ostaisi,565,would buy
16533,dylanin,565,Dylan
16534,koru,565,jewel
16535,ruotsissa,565,In Sweden
16536,dynamiittia,565,dynamite
16537,hovimestari,565,butler
16538,aloillaan,565,in their fields
16539,rikosrekisteriä,565,criminal record
16540,hukkua,565,drown
16541,tuomaria,565,judge
16542,valmistele,565,prepare
16543,vältellyt,565,vested
16544,parhaassa,565,in the best
16545,naten,565,natten
16546,huolesi,565,your concern
16547,etelästä,565,from the south
16548,matkustajia,565,passengers
16549,marjorie,565,marjorie
16550,kuinkas,565,like
16551,jälkeenne,565,beyond
16552,tyyni,564,calm
16553,toimistossaan,564,in his office
16554,kalkkunaa,564,turkey
16555,harvardin,564,Harvard
16556,olosta,564,on
16557,arvio,564,estimate
16558,lemmikki,564,pet
16559,etsimäsi,564,you are looking for
16560,intiaaneja,564,Indians
16561,kesää,564,summer
16562,otteluun,564,to the match
16563,koiransa,564,his dog
16564,nuorelta,564,young
16565,kansallisen,564,national
16566,oluet,564,beers
16567,etsintälupaa,564,searching license
16568,tunteeton,564,insensitive
16569,fbi-agentti,564,FBI agent
16570,vicki,564,vicki
16571,tunge,564,tunge
16572,merkityksetön,564,insignificant
16573,kellarin,564,cellar
16574,ehdotuksen,564,suggestion
16575,vakoojia,564,spies
16576,välitämme,564,We care
16577,viilsi,564,slash
16578,onnettomuuksia,564,accidents
16579,katoamisesta,564,from disappearance
16580,lang,563,lang
16581,puolusta,563,defend
16582,lyhyempi,563,shorter
16583,tuoksua,563,smell
16584,näkyville,563,visible
16585,aiden,563,aiden
16586,avenuella,563,avenue
16587,seutua,563,region
16588,sheridan,563,sheridan
16589,leirissä,563,In the camp
16590,ylläpitää,563,maintain
16591,tarvittu,563,necessary
16592,jerryn,563,Jerryn
16593,haudasta,563,from the grave
16594,velat,563,liabilities
16595,olettepa,563,you are
16596,kauaksi,563,overwhelm
16597,kysyitkö,563,Did you ask
16598,ystävyyttä,563,friendship
16599,totu,563,truce
16600,katsomatta,563,irrespective
16601,käytitkö,563,did you use
16602,pääsitkö,563,Did you get
16603,hayley,563,Hayley
16604,välittävän,563,care
16605,pidänkö,562,Shall I
16606,esimies,562,supervisor
16607,tajuihinsa,562,consciousness
16608,eroan,562,differ from
16609,kehua,562,praise
16610,perkins,562,perkins
16611,lentoon,562,onto
16612,korvaani,562,In my ear
16613,pettävät,562,deceive
16614,sijaintia,562,position
16615,viidennen,562,fifth
16616,jatkossakin,562,In the future
16617,sanonko,562,say
16618,ollaksesi,562,be in
16619,kannustaa,562,encourage
16620,lähetystä,562,shipment
16621,mccoy,562,mccoy
16622,toimiko,562,do
16623,kantavat,562,carry
16624,trudy,562,trudy
16625,housen,562,hoouse
16626,broadcast,562,Broadcast
16627,häntäkin,562,for him
16628,moneltako,561,shaft
16629,motelli,561,motel
16630,uutena,561,as a new one
16631,johtaisi,561,would result in
16632,tulehdus,561,inflammation
16633,vuosisatojen,561,for centuries
16634,leikkauksesta,561,surgery
16635,vangittu,561,captive
16636,asunnolle,561,apartment
16637,pupu,561,bunny
16638,huoneestani,561,from my room
16639,mon,561,Mon
16640,pimeyteen,561,to the darkness
16641,sankarina,561,as a hero
16642,sipsejä,561,samples
16643,tarkkailemme,561,We observe
16644,espanjaan,561,to Spain
16645,rukoili,561,prayer
16646,kävelevät,561,walk
16647,ikiajoiksi,561,as anxious
16648,menettämässä,561,losing
16649,valtias,560,lord
16650,oikaista,560,correct
16651,polttamaan,560,burn
16652,harmillista,560,annoying
16653,asetan,560,i set
16654,tervettä,560,healthy
16655,hetkonen,560,momentarily
16656,valppaana,560,vigilant
16657,hattuni,560,hat
16658,ryhdyin,560,headed
16659,johtopäätöksiä,560,Conclusions
16660,kirjaimet,560,letters
16661,rata,560,track
16662,humphrey,560,Humphrey
16663,miellytä,560,Please
16664,ladossa,560,in the ladder
16665,surullisia,560,sad
16666,nasta,560,pin
16667,kuulevan,560,heard
16668,viidakkoon,560,jungle
16669,sylkeä,560,spit
16670,seudun,560,region
16671,amigo,560,amigo
16672,selityksiä,560,explanation
16673,liekki,560,flame
16674,herkkuja,560,delicacies
16675,suutelimme,560,We kissed
16676,pukin,559,puff
16677,pyydettävä,559,requisite
16678,takaovi,559,back door
16679,lääkärinä,559,as a doctor
16680,panisi,559,would
16681,sotkee,559,mess up
16682,hyväksyttävää,559,acceptable
16683,perheenjäsen,559,one of the family
16684,morse,559,morse
16685,sitoi,559,bound
16686,harjoittelua,559,workout
16687,pip,559,pip
16688,lintua,559,bird
16689,sopivia,559,suitable
16690,rakentaminen,559,construction
16691,karvoja,559,hair
16692,tyrmään,559,knock down
16693,selvin,559,clear
16694,piiskaa,559,whip
16695,weaver,559,Weaver
16696,unohdeta,559,forget
16697,ääntäni,558,my voice
16698,sinunko,558,do you
16699,näkyvistä,558,from view
16700,pahimpia,558,worst
16701,pomollesi,558,to your boss
16702,olohuoneeseen,558,to the living room
16703,totellut,558,obey
16704,ryhdistäytyä,558,shape up
16705,zeke,558,zeke
16706,suosituin,558,most popular
16707,sivuvaikutuksia,558,side effects
16708,riesa,558,nuisance
16709,laukkua,558,bag
16710,nopeuttaa,558,speed up
16711,pimu,558,piece of goods
16712,osaisin,558,affirmative
16713,seurasimme,558,We followed
16714,voisinkin,558,I could
16715,käsittelyn,558,processing
16716,jeremyn,558,Jeremy
16717,kattoa,558,watch
16718,frederick,558,Frederick
16719,kukistaa,558,overthrow
16720,luthor,558,luthor
16721,kirjojen,558,books
16722,tulipalossa,558,in a fire
16723,palkattiin,558,hired
16724,unohtavat,558,forget
16725,lapsilleni,558,to my children
16726,alias,558,alias
16727,jonon,558,queue
16728,kotimaan,557,domestic
16729,järjestelmässä,557,in the system
16730,tornin,557,tower
16731,vaihdat,557,exchanged
16732,clint,557,clint
16733,palasitte,557,bounced
16734,palatsiin,557,to the palace
16735,miesparka,557,man
16736,naimaton,557,unmarried
16737,apinoita,557,monkeys
16738,päätyivät,557,ended up
16739,miehistäni,557,from my men
16740,brownin,557,brown
16741,kykynsä,557,one's ability
16742,maasi,557,country
16743,drinkkiä,557,drink
16744,ajatuksensa,557,one's thoughts
16745,salasi,557,secretly
16746,hoffman,557,Hoffman
16747,kätkeä,557,hide
16748,ihosi,557,your skin
16749,kulmilla,557,corners
16750,gracie,557,Gracie
16751,pilvet,557,clouds
16752,pakotat,557,force
16753,etsintää,556,search
16754,kohteliasta,556,polite
16755,marsiin,556,In Mars
16756,alma,556,alma
16757,liityt,556,join
16758,ominaisuuksia,556,properties
16759,kahvilan,556,café
16760,tapahtumaa,556,event
16761,richards,556,Richards
16762,maksoimme,556,We paid
16763,pyynnöstä,556,on application
16764,vaisto,556,instinct
16765,ullakolla,556,in the attic
16766,halpaan,556,cheap
16767,käteesi,556,your cash
16768,mittainen,556,permitted
16769,pelleilet,556,pellet
16770,avasit,556,you open
16771,paperitöitä,556,paperwork
16772,huomiosi,556,your attention
16773,winter,556,winter
16774,jäimmekään,556,out
16775,viihdyt,556,entertain
16776,mietti,556,thinking
16777,lääkärini,556,my doctor
16778,menettäminen,556,losing
16779,holtiton,556,reckless
16780,rakastamani,555,I love
16781,yritetty,555,attempted
16782,vereni,555,my blood
16783,hautasin,555,bury
16784,sähköpostin,555,e-mail
16785,sataan,555,hundred
16786,ehtoja,555,Conditions
16787,kontrolloida,555,police
16788,liittoutuneet,555,allies
16789,selvisivät,555,survive
16790,jatkanut,555,continued
16791,terrence,555,terrence
16792,kääntyvät,555,turn
16793,pelastivat,555,saved
16794,ajoneuvo,555,vehicle
16795,ohjaus,555,control
16796,islandilla,555,On Island
16797,kokoisia,555,size
16798,pastaa,555,paste
16799,taju,555,savvy
16800,potkaista,555,kick
16801,äärettömän,555,infinitely
16802,samalle,555,for the same
16803,vuosikymmeniä,555,for decades
16804,voitetaan,555,won
16805,tulostasi,554,your output
16806,murrosta,554,murmur
16807,sallitte,554,allowed
16808,ajatte,554,time
16809,ihmishenkiä,554,lives
16810,hävinneet,554,disappeared
16811,tehtävässä,554,mission
16812,louisin,554,louis
16813,sinäpä,554,that
16814,vaativa,554,demanding
16815,tunnustanut,554,recognized
16816,matkusti,554,traveled
16817,ilmoittamaan,554,inform
16818,itsehän,554,ourselves
16819,koulut,554,schools
16820,näytelmää,554,play
